"Date (UTC)","Timestamp (UTC)","António José Seguro (IND)","João Cotrim Figueiredo (IL)","André Ventura (CH)","Luís Marques Mendes (PSD)","Henrique Gouveia e Melo (IND)"
"10-16-2025 23:00","1760655604","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 00:00","1760659208","0.105","0.0165","0.132","0.215","0.5"
"10-17-2025 01:00","1760662803","0.105","0.016","0.1335","0.215","0.5"
"10-17-2025 02:00","1760666406","0.105","0.016","0.1335","0.215","0.5"
"10-17-2025 03:00","1760670004","0.105","0.016","0.1335","0.215","0.5"
"10-17-2025 04:00","1760673603","0.105","0.016","0.134","0.215","0.5"
"10-17-2025 05:00","1760677204","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 06:00","1760680804","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 07:00","1760684408","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 08:00","1760688009","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 09:00","1760691603","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 10:00","1760695206","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 11:00","1760698809","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 12:00","1760702410","0.105","0.016","0.1345","0.215","0.5"
"10-17-2025 13:00","1760706004","0.115","0.016","0.1345","0.215","0.5"
"10-17-2025 14:00","1760709605","0.11","0.0155","0.1345","0.215","0.5"
"10-17-2025 15:00","1760713213","0.11","0.0135","0.1345","0.215","0.5"
"10-17-2025 16:00","1760716804","0.11","0.0135","0.1345","0.215","0.5"
"10-17-2025 17:00","1760720415","0.11","0.0135","0.1335","0.215","0.5"
"10-17-2025 18:00","1760724004","0.11","0.0135","0.1325","0.215","0.5"
"10-17-2025 19:00","1760727604","0.11","0.0135","0.1345","0.215","0.5"
"10-17-2025 20:00","1760731214","0.11","0.0135","0.1345","0.215","0.5"
"10-17-2025 21:00","1760734812","0.11","0.014","0.1345","0.215","0.5"
"10-17-2025 22:00","1760738414","0.11","0.014","0.1345","0.215","0.5"
"10-17-2025 23:00","1760742014","0.11","0.014","0.1335","0.215","0.5"
"10-18-2025 00:00","1760745615","0.11","0.014","0.1345","0.215","0.5"
"10-18-2025 01:00","1760749213","0.11","0.014","0.1335","0.215","0.5"
"10-18-2025 02:00","1760752812","0.11","0.014","0.1345","0.215","0.5"
"10-18-2025 03:00","1760756410","0.11","0.014","0.135","0.215","0.5"
"10-18-2025 04:00","1760760004","0.11","0.014","0.1355","0.215","0.5"
"10-18-2025 05:00","1760763608","0.11","0.014","0.135","0.215","0.5"
"10-18-2025 06:00","1760767210","0.11","0.014","0.1345","0.215","0.5"
"10-18-2025 07:00","1760770805","0.11","0.014","0.133","0.215","0.5"
"10-18-2025 08:00","1760774404","0.11","0.014","0.133","0.215","0.5"
"10-18-2025 09:00","1760778014","0.11","0.014","0.133","0.215","0.5"
"10-18-2025 10:00","1760781604","0.115","0.014","0.131","0.215","0.5"
"10-18-2025 11:00","1760785203","0.115","0.014","0.131","0.215","0.505"
"10-18-2025 12:00","1760788813","0.115","0.014","0.131","0.215","0.505"
"10-18-2025 13:00","1760792404","0.115","0.014","0.131","0.215","0.505"
"10-18-2025 14:00","1760796004","0.115","0.014","0.131","0.215","0.505"
"10-18-2025 15:00","1760799606","0.115","0.014","0.131","0.215","0.505"
"10-18-2025 16:00","1760803208","0.115","0.014","0.131","0.215","0.5"
"10-18-2025 17:00","1760806804","0.115","0.014","0.131","0.215","0.5"
"10-18-2025 18:00","1760810411","0.115","0.014","0.133","0.225","0.505"
"10-18-2025 19:00","1760814006","0.115","0.014","0.1325","0.225","0.505"
"10-18-2025 20:00","1760817612","0.115","0.0135","0.1315","0.225","0.505"
"10-18-2025 21:00","1760821203","0.115","0.0135","0.132","0.225","0.505"
"10-18-2025 22:00","1760824811","0.115","0.0135","0.132","0.225","0.505"
"10-18-2025 23:00","1760828404","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 00:00","1760832008","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 01:00","1760835608","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 02:00","1760839205","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 03:00","1760842811","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 04:00","1760846408","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 05:00","1760850006","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 06:00","1760853604","0.115","0.0135","0.1315","0.225","0.505"
"10-19-2025 07:00","1760857203","0.115","0.0135","0.1315","0.225","0.5"
"10-19-2025 08:00","1760860803","0.115","0.0135","0.1315","0.225","0.5"
"10-19-2025 09:00","1760864403","0.115","0.0135","0.1315","0.225","0.5"
"10-19-2025 10:00","1760868009","0.115","0.0135","0.1315","0.225","0.5"
"10-19-2025 11:00","1760871608","0.115","0.0135","0.131","0.225","0.5"
"10-19-2025 12:00","1760875220","0.115","0.0135","0.131","0.22","0.5"
"10-19-2025 13:00","1760878804","0.115","0.0135","0.131","0.22","0.5"
"10-19-2025 14:00","1760882408","0.115","0.0135","0.131","0.22","0.5"
"10-19-2025 15:00","1760886009","0.115","0.0135","0.131","0.22","0.5"
"10-19-2025 16:00","1760889607","0.115","0.0135","0.131","0.22","0.505"
"10-19-2025 17:00","1760893208","0.115","0.0135","0.131","0.22","0.505"
"10-19-2025 18:00","1760896803","0.115","0.0135","0.131","0.22","0.505"
"10-19-2025 19:00","1760900408","0.115","0.0135","0.131","0.22","0.5"
"10-19-2025 20:00","1760904004","0.115","0.0135","0.131","0.22","0.5"
"10-19-2025 21:00","1760907607","0.115","0.0135","0.131","0.22","0.5"
"10-19-2025 22:00","1760911207","0.115","0.0135","0.131","0.22","0.505"
"10-19-2025 23:00","1760914804","0.115","0.0135","0.126","0.205","0.51"
"10-20-2025 00:00","1760918406","0.115","0.0135","0.1175","0.205","0.525"
"10-20-2025 01:00","1760922003","0.115","0.0135","0.119","0.205","0.525"
"10-20-2025 02:00","1760925603","0.115","0.0135","0.119","0.205","0.525"
"10-20-2025 03:00","1760929212","0.115","0.0135","0.119","0.205","0.525"
"10-20-2025 04:00","1760932803","0.115","0.0135","0.119","0.205","0.525"
"10-20-2025 05:00","1760936413","0.115","0.0135","0.1185","0.205","0.525"
"10-20-2025 06:00","1760940005","0.115","0.0135","0.1195","0.205","0.525"
"10-20-2025 07:00","1760943611","0.115","0.0135","0.1205","0.205","0.525"
"10-20-2025 08:00","1760947203","0.115","0.0135","0.1195","0.21","0.52"
"10-20-2025 09:00","1760950803","0.115","0.0135","0.1195","0.21","0.53"
"10-20-2025 10:00","1760954404","0.13","0.0135","0.111","0.215","0.52"
"10-20-2025 11:00","1760958006","0.13","0.0135","0.1125","0.215","0.525"
"10-20-2025 12:00","1760961609","0.12","0.0135","0.1075","0.215","0.525"
"10-20-2025 13:00","1760965209","0.125","0.0135","0.108","0.215","0.525"
"10-20-2025 14:00","1760968808","0.125","0.0135","0.109","0.215","0.52"
"10-20-2025 15:00","1760972413","0.125","0.0135","0.1085","0.215","0.52"
"10-20-2025 16:00","1760976003","0.13","0.0135","0.113","0.21","0.525"
"10-20-2025 17:00","1760979605","0.13","0.0135","0.115","0.21","0.53"
"10-20-2025 18:00","1760983204","0.13","0.0135","0.111","0.21","0.53"
"10-20-2025 19:00","1760986803","0.13","0.0135","0.113","0.21","0.53"
"10-20-2025 20:00","1760990405","0.13","0.0135","0.1055","0.21","0.53"
"10-20-2025 21:00","1760994008","0.175","0.01","0.0835","0.21","0.515"
"10-20-2025 22:00","1760997603","0.17","0.0105","0.089","0.21","0.515"
"10-20-2025 23:00","1761001205","0.17","0.01","0.0885","0.205","0.515"
"10-21-2025 00:00","1761004813","0.175","0.01","0.0885","0.21","0.52"
"10-21-2025 01:00","1761008407","0.165","0.01","0.0885","0.205","0.525"
"10-21-2025 02:00","1761012012","0.155","0.012","0.088","0.21","0.53"
"10-21-2025 03:00","1761015607","0.155","0.012","0.0895","0.21","0.53"
"10-21-2025 04:00","1761019206","0.155","0.012","0.087","0.21","0.53"
"10-21-2025 05:00","1761022806","0.165","0.012","0.0895","0.21","0.53"
"10-21-2025 06:00","1761026403","0.165","0.012","0.0835","0.215","0.525"
"10-21-2025 07:00","1761030008","0.165","0.011","0.0825","0.215","0.525"
"10-21-2025 08:00","1761033604","0.165","0.011","0.082","0.215","0.525"
"10-21-2025 09:00","1761037209","0.165","0.011","0.0835","0.215","0.525"
"10-21-2025 10:00","1761040804","0.165","0.011","0.0835","0.215","0.525"
"10-21-2025 11:00","1761044404","0.165","0.011","0.0835","0.215","0.525"
"10-21-2025 12:00","1761048005","0.16","0.011","0.0865","0.215","0.53"
"10-21-2025 13:00","1761051606","0.165","0.011","0.084","0.215","0.525"
"10-21-2025 14:00","1761055209","0.165","0.0105","0.088","0.215","0.51"
"10-21-2025 15:00","1761058809","0.17","0.0105","0.0895","0.205","0.515"
"10-21-2025 16:00","1761062410","0.17","0.0105","0.085","0.205","0.515"
"10-21-2025 17:00","1761066008","0.17","0.0085","0.0885","0.205","0.515"
"10-21-2025 18:00","1761069605","0.17","0.0085","0.0885","0.205","0.515"
"10-21-2025 19:00","1761073203","0.17","0.0115","0.088","0.205","0.515"
"10-21-2025 20:00","1761076804","0.17","0.012","0.093","0.205","0.515"
"10-21-2025 21:00","1761080406","0.17","0.012","0.093","0.205","0.51"
"10-21-2025 22:00","1761084007","0.17","0.011","0.093","0.205","0.51"
"10-21-2025 23:00","1761087605","0.17","0.011","0.093","0.205","0.51"
"10-22-2025 00:00","1761091207","0.17","0.011","0.093","0.205","0.51"
"10-22-2025 01:00","1761094806","0.175","0.011","0.093","0.205","0.51"
"10-22-2025 02:00","1761098405","0.175","0.0115","0.093","0.205","0.51"
"10-22-2025 03:00","1761102007","0.175","0.011","0.093","0.205","0.52"
"10-22-2025 04:00","1761105606","0.175","0.011","0.093","0.205","0.52"
"10-22-2025 05:00","1761109206","0.175","0.011","0.093","0.205","0.52"
"10-22-2025 06:00","1761112806","0.175","0.0105","0.093","0.205","0.52"
"10-22-2025 07:00","1761116405","0.175","0.0105","0.093","0.205","0.52"
"10-22-2025 08:00","1761120005","0.175","0.01","0.091","0.205","0.52"
"10-22-2025 09:00","1761123606","0.175","0.0085","0.091","0.205","0.52"
"10-22-2025 10:00","1761127206","0.175","0.0105","0.09","0.205","0.52"
"10-22-2025 11:00","1761130805","0.175","0.01","0.09","0.205","0.52"
"10-22-2025 12:00","1761134408","0.175","0.01","0.09","0.205","0.52"
"10-22-2025 13:00","1761138006","0.175","0.01","0.089","0.2","0.52"
"10-22-2025 14:00","1761141606","0.175","0.0095","0.0885","0.2","0.52"
"10-22-2025 15:00","1761145208","0.175","0.0095","0.089","0.2","0.52"
"10-22-2025 16:00","1761148806","0.175","0.0095","0.089","0.2","0.52"
"10-22-2025 17:00","1761152407","0.175","0.01","0.089","0.2","0.52"
"10-22-2025 18:00","1761156008","0.175","0.01","0.09","0.2","0.52"
"10-22-2025 19:00","1761159607","0.135","0.01","0.09","0.2","0.52"
"10-22-2025 20:00","1761163207","0.155","0.01","0.1045","0.2","0.52"
"10-22-2025 21:00","1761166807","0.155","0.01","0.1035","0.2","0.52"
"10-22-2025 22:00","1761170406","0.155","0.012","0.1035","0.2","0.52"
"10-22-2025 23:00","1761174006","0.155","0.012","0.103","0.205","0.52"
"10-23-2025 00:00","1761177606","0.155","0.0105","0.1085","0.205","0.52"
"10-23-2025 01:00","1761181205","0.15","0.011","0.107","0.205","0.52"
"10-23-2025 02:00","1761184805","0.155","0.012","0.109","0.205","0.52"
"10-23-2025 03:00","1761188406","0.155","0.0105","0.1085","0.205","0.515"
"10-23-2025 04:00","1761192005","0.155","0.0125","0.11","0.205","0.515"
"10-23-2025 05:00","1761195605","0.155","0.012","0.1085","0.205","0.515"
"10-23-2025 06:00","1761199207","0.145","0.012","0.103","0.205","0.51"
"10-23-2025 07:00","1761202805","0.135","0.012","0.1035","0.205","0.51"
"10-23-2025 08:00","1761206405","0.14","0.012","0.1095","0.205","0.51"
"10-23-2025 09:00","1761210006","0.155","0.012","0.1085","0.205","0.51"
"10-23-2025 10:00","1761213605","0.155","0.0115","0.1075","0.205","0.51"
"10-23-2025 11:00","1761217206","0.155","0.011","0.108","0.205","0.51"
"10-23-2025 12:00","1761220806","0.15","0.011","0.107","0.205","0.51"
"10-23-2025 13:00","1761224406","0.145","0.011","0.107","0.205","0.51"
"10-23-2025 14:00","1761228035","0.145","0.0115","0.1075","0.205","0.51"
"10-23-2025 15:00","1761231605","0.14","0.0115","0.1075","0.205","0.51"
"10-23-2025 16:00","1761235205","0.14","0.011","0.107","0.205","0.51"
"10-23-2025 17:00","1761238806","0.145","0.011","0.106","0.205","0.51"
"10-23-2025 18:00","1761242406","0.145","0.011","0.115","0.205","0.51"
"10-23-2025 19:00","1761246006","0.145","0.0115","0.1075","0.205","0.51"
"10-23-2025 20:00","1761249606","0.145","0.015","0.107","0.205","0.51"
"10-23-2025 21:00","1761253206","0.145","0.011","0.1075","0.205","0.51"
"10-23-2025 22:00","1761256806","0.145","0.011","0.1075","0.205","0.51"
"10-23-2025 23:00","1761260406","0.145","0.011","0.1075","0.205","0.51"
"10-24-2025 00:00","1761264007","0.145","0.0105","0.1075","0.205","0.51"
"10-24-2025 01:00","1761267605","0.145","0.011","0.107","0.205","0.51"
"10-24-2025 02:00","1761271206","0.145","0.011","0.107","0.205","0.51"
"10-24-2025 03:00","1761274806","0.145","0.011","0.1075","0.205","0.51"
"10-24-2025 04:00","1761278406","0.145","0.011","0.1075","0.205","0.51"
"10-24-2025 05:00","1761282006","0.145","0.0105","0.107","0.205","0.51"
"10-24-2025 06:00","1761285607","0.145","0.011","0.1075","0.205","0.51"
"10-24-2025 07:00","1761289206","0.145","0.011","0.107","0.205","0.51"
"10-24-2025 08:00","1761292806","0.145","0.011","0.107","0.205","0.51"
"10-24-2025 09:00","1761296406","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 10:00","1761300006","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 11:00","1761303606","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 12:00","1761307207","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 13:00","1761310806","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 14:00","1761314406","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 15:00","1761318007","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 16:00","1761321606","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 17:00","1761325206","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 18:00","1761328807","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 19:00","1761332406","0.145","0.011","0.101","0.205","0.51"
"10-24-2025 20:00","1761336006","0.145","0.011","0.1035","0.215","0.51"
"10-24-2025 21:00","1761339607","0.145","0.011","0.105","0.215","0.51"
"10-24-2025 22:00","1761343206","0.145","0.011","0.103","0.215","0.51"
"10-24-2025 23:00","1761346806","0.145","0.011","0.092","0.215","0.51"
"10-25-2025 00:00","1761350407","0.145","0.011","0.092","0.215","0.51"
"10-25-2025 01:00","1761354006","0.145","0.011","0.0925","0.215","0.51"
"10-25-2025 02:00","1761357605","0.145","0.011","0.0915","0.215","0.51"
"10-25-2025 03:00","1761361207","0.145","0.011","0.0895","0.215","0.51"
"10-25-2025 04:00","1761364806","0.145","0.011","0.0925","0.215","0.51"
"10-25-2025 05:00","1761368406","0.145","0.011","0.092","0.215","0.51"
"10-25-2025 06:00","1761372007","0.145","0.011","0.0905","0.215","0.51"
"10-25-2025 07:00","1761375606","0.145","0.011","0.09","0.215","0.51"
"10-25-2025 08:00","1761379206","0.145","0.011","0.0895","0.215","0.51"
"10-25-2025 09:00","1761382807","0.145","0.0105","0.0895","0.22","0.515"
"10-25-2025 10:00","1761386406","0.145","0.0105","0.0895","0.215","0.515"
"10-25-2025 11:00","1761390006","0.145","0.01","0.0855","0.215","0.515"
"10-25-2025 12:00","1761393607","0.15","0.0105","0.0905","0.22","0.52"
"10-25-2025 13:00","1761397206","0.15","0.0105","0.089","0.22","0.52"
"10-25-2025 14:00","1761400806","0.15","0.0105","0.0855","0.22","0.52"
"10-25-2025 15:00","1761404407","0.15","0.0105","0.0665","0.22","0.52"
"10-25-2025 16:00","1761408006","0.15","0.0105","0.0645","0.22","0.525"
"10-25-2025 17:00","1761411606","0.15","0.0105","0.072","0.22","0.525"
"10-25-2025 18:00","1761415207","0.15","0.01","0.076","0.225","0.53"
"10-25-2025 19:00","1761418806","0.15","0.01","0.0705","0.225","0.53"
"10-25-2025 20:00","1761422406","0.15","0.0105","0.073","0.225","0.53"
"10-25-2025 21:00","1761426007","0.16","0.0105","0.075","0.23","0.53"
"10-25-2025 22:00","1761429606","0.16","0.0105","0.0755","0.23","0.53"
"10-25-2025 23:00","1761433206","0.16","0.0105","0.082","0.23","0.53"
"10-26-2025 00:00","1761436807","0.16","0.0105","0.082","0.23","0.53"
"10-26-2025 00:00","1761436805","0.155","0.011","0.082","0.225","0.53"
"10-26-2025 02:00","1761444005","0.155","0.011","0.082","0.225","0.53"
"10-26-2025 03:00","1761447606","0.155","0.011","0.082","0.225","0.53"
"10-26-2025 04:00","1761451206","0.155","0.011","0.082","0.225","0.53"
"10-26-2025 05:00","1761454805","0.155","0.011","0.082","0.225","0.53"
"10-26-2025 06:00","1761458406","0.155","0.011","0.082","0.225","0.53"
"10-26-2025 07:00","1761462005","0.155","0.011","0.082","0.225","0.53"
"10-26-2025 08:00","1761465606","0.155","0.011","0.082","0.23","0.53"
"10-26-2025 09:00","1761469206","0.155","0.011","0.081","0.23","0.53"
"10-26-2025 10:00","1761472806","0.155","0.011","0.081","0.23","0.53"
"10-26-2025 11:00","1761476405","0.155","0.011","0.0915","0.23","0.525"
"10-26-2025 12:00","1761480008","0.15","0.011","0.078","0.235","0.53"
"10-26-2025 13:00","1761483605","0.15","0.011","0.0775","0.235","0.53"
"10-26-2025 14:00","1761487206","0.15","0.011","0.0775","0.235","0.53"
"10-26-2025 15:00","1761490806","0.15","0.011","0.0775","0.235","0.53"
"10-26-2025 16:00","1761494405","0.155","0.0115","0.078","0.23","0.53"
"10-26-2025 17:00","1761498006","0.155","0.0115","0.09","0.23","0.525"
"10-26-2025 18:00","1761501607","0.15","0.0115","0.0805","0.235","0.525"
"10-26-2025 19:00","1761505205","0.15","0.0115","0.08","0.235","0.525"
"10-26-2025 20:00","1761508805","0.15","0.0115","0.0805","0.235","0.525"
"10-26-2025 21:00","1761512406","0.15","0.011","0.08","0.235","0.525"
"10-26-2025 22:00","1761516006","0.15","0.0115","0.08","0.235","0.53"
"10-26-2025 23:00","1761519605","0.145","0.011","0.083","0.23","0.53"
"10-27-2025 00:00","1761523207","0.145","0.0115","0.084","0.23","0.53"
"10-27-2025 01:00","1761526805","0.145","0.0115","0.084","0.23","0.53"
"10-27-2025 02:00","1761530406","0.145","0.011","0.0835","0.23","0.53"
"10-27-2025 03:00","1761534007","0.145","0.0105","0.084","0.23","0.53"
"10-27-2025 04:00","1761537606","0.145","0.0105","0.084","0.23","0.53"
"10-27-2025 05:00","1761541205","0.145","0.0105","0.084","0.23","0.53"
"10-27-2025 06:00","1761544806","0.145","0.01","0.086","0.23","0.53"
"10-27-2025 07:00","1761548405","0.145","0.0105","0.084","0.23","0.53"
"10-27-2025 08:00","1761552005","0.145","0.0105","0.086","0.23","0.53"
"10-27-2025 09:00","1761555606","0.145","0.0105","0.084","0.23","0.53"
"10-27-2025 10:00","1761559205","0.145","0.011","0.0845","0.23","0.53"
"10-27-2025 11:00","1761562805","0.145","0.01","0.084","0.23","0.53"
"10-27-2025 12:00","1761566407","0.145","0.01","0.085","0.225","0.535"
"10-27-2025 13:00","1761570006","0.145","0.01","0.083","0.225","0.535"
"10-27-2025 14:00","1761573605","0.14","0.009","0.085","0.225","0.53"
"10-27-2025 15:00","1761577207","0.14","0.01","0.086","0.225","0.53"
"10-27-2025 16:00","1761580806","0.14","0.0105","0.086","0.225","0.53"
"10-27-2025 17:00","1761584406","0.165","0.008","0.083","0.23","0.525"
"10-27-2025 18:00","1761588006","0.135","0.01","0.084","0.23","0.515"
"10-27-2025 19:00","1761591605","0.14","0.0105","0.084","0.23","0.52"
"10-27-2025 20:00","1761595206","0.14","0.0105","0.084","0.23","0.515"
"10-27-2025 21:00","1761598807","0.14","0.0105","0.082","0.23","0.515"
"10-27-2025 22:00","1761602405","0.14","0.0105","0.082","0.23","0.52"
"10-27-2025 23:00","1761606006","0.14","0.0105","0.082","0.23","0.515"
"10-28-2025 00:00","1761609607","0.14","0.0105","0.082","0.23","0.515"
"10-28-2025 01:00","1761613206","0.14","0.0105","0.082","0.23","0.515"
"10-28-2025 02:00","1761616806","0.14","0.0105","0.082","0.23","0.515"
"10-28-2025 03:00","1761620408","0.14","0.0105","0.082","0.23","0.52"
"10-28-2025 04:00","1761624007","0.14","0.0105","0.082","0.23","0.52"
"10-28-2025 05:00","1761627605","0.14","0.0105","0.082","0.23","0.52"
"10-28-2025 06:00","1761631207","0.14","0.0105","0.082","0.23","0.52"
"10-28-2025 07:00","1761634806","0.145","0.0105","0.082","0.23","0.52"
"10-28-2025 08:00","1761638405","0.145","0.012","0.082","0.23","0.505"
"10-28-2025 09:00","1761642006","0.145","0.012","0.082","0.23","0.505"
"10-28-2025 10:00","1761645607","0.155","0.0125","0.082","0.23","0.52"
"10-28-2025 11:00","1761649207","0.15","0.013","0.082","0.23","0.525"
"10-28-2025 12:00","1761652807","0.125","0.013","0.0825","0.23","0.525"
"10-28-2025 13:00","1761656407","0.12","0.012","0.0825","0.23","0.525"
"10-28-2025 14:00","1761660006","0.12","0.012","0.082","0.23","0.525"
"10-28-2025 15:00","1761663607","0.115","0.012","0.0825","0.235","0.535"
"10-28-2025 16:00","1761667207","0.115","0.0115","0.082","0.235","0.535"
"10-28-2025 17:00","1761670809","0.105","0.012","0.083","0.245","0.545"
"10-28-2025 18:00","1761674407","0.1","0.0115","0.0825","0.24","0.54"
"10-28-2025 19:00","1761678007","0.1","0.0115","0.0825","0.245","0.555"
"10-28-2025 20:00","1761681607","0.1","0.0125","0.0815","0.245","0.545"
"10-28-2025 21:00","1761685207","0.1","0.0125","0.0815","0.245","0.54"
"10-28-2025 22:00","1761688807","0.09","0.0125","0.082","0.245","0.545"
"10-28-2025 23:00","1761692407","0.095","0.0125","0.082","0.245","0.545"
"10-29-2025 00:00","1761696007","0.095","0.0125","0.082","0.245","0.565"
"10-29-2025 01:00","1761699607","0.095","0.0125","0.082","0.245","0.555"
"10-29-2025 02:00","1761703205","0.105","0.0125","0.0825","0.245","0.55"
"10-29-2025 03:00","1761706807","0.105","0.0125","0.0825","0.245","0.55"
"10-29-2025 04:00","1761710406","0.105","0.0125","0.0825","0.245","0.55"
"10-29-2025 05:00","1761714006","0.105","0.0125","0.083","0.245","0.555"
"10-29-2025 06:00","1761717606","0.105","0.0125","0.083","0.245","0.555"
"10-29-2025 07:00","1761721206","0.105","0.0125","0.083","0.245","0.555"
"10-29-2025 08:00","1761724807","0.095","0.0125","0.082","0.245","0.555"
"10-29-2025 09:00","1761728407","0.095","0.0125","0.082","0.255","0.55"
"10-29-2025 14:00","1761746406","0.095","0.013","0.0805","0.245","0.555"
"10-29-2025 15:00","1761750007","0.095","0.013","0.0805","0.25","0.555"
"10-29-2025 16:00","1761753606","0.105","0.013","0.0805","0.25","0.56"
"10-29-2025 17:00","1761757206","0.105","0.013","0.0805","0.25","0.555"
"10-29-2025 18:00","1761760806","0.11","0.013","0.076","0.25","0.56"
"10-29-2025 19:00","1761764406","0.105","0.01","0.075","0.25","0.55"
"10-29-2025 20:00","1761768006","0.105","0.0095","0.075","0.25","0.56"
"10-29-2025 21:00","1761771606","0.105","0.0095","0.076","0.25","0.56"
"10-29-2025 22:00","1761775206","0.105","0.01","0.076","0.25","0.555"
"10-29-2025 23:00","1761778807","0.105","0.01","0.0775","0.25","0.555"
"10-30-2025 00:00","1761782408","0.105","0.01","0.078","0.25","0.565"
"10-30-2025 01:00","1761786007","0.105","0.01","0.078","0.25","0.555"
"10-30-2025 02:00","1761789606","0.105","0.01","0.0785","0.25","0.555"
"10-30-2025 03:00","1761793206","0.105","0.01","0.0785","0.25","0.555"
"10-30-2025 04:00","1761796807","0.105","0.01","0.0785","0.25","0.555"
"10-30-2025 05:00","1761800407","0.105","0.01","0.078","0.25","0.56"
"10-30-2025 06:00","1761804006","0.105","0.01","0.078","0.25","0.56"
"10-30-2025 07:00","1761807606","0.105","0.01","0.0785","0.25","0.56"
"10-30-2025 08:00","1761811207","0.105","0.01","0.0785","0.25","0.56"
"10-30-2025 09:00","1761814807","0.105","0.01","0.0775","0.25","0.56"
"10-30-2025 10:00","1761818405","0.105","0.0115","0.078","0.235","0.56"
"10-30-2025 11:00","1761822006","0.105","0.0115","0.0785","0.235","0.575"
"10-30-2025 12:00","1761825606","0.105","0.0115","0.08","0.235","0.575"
"10-30-2025 13:00","1761829206","0.105","0.0125","0.085","0.235","0.575"
"10-30-2025 14:00","1761832807","0.105","0.012","0.086","0.235","0.575"
"10-30-2025 15:00","1761836406","0.105","0.012","0.086","0.235","0.575"
"10-30-2025 16:00","1761840006","0.1","0.016","0.087","0.23","0.57"
"10-30-2025 17:00","1761843606","0.105","0.015","0.0855","0.225","0.575"
"10-30-2025 18:00","1761847206","0.105","0.0145","0.0855","0.225","0.575"
"10-30-2025 19:00","1761850806","0.105","0.017","0.0855","0.225","0.575"
"10-30-2025 20:00","1761854406","0.105","0.017","0.0855","0.225","0.575"
"10-30-2025 21:00","1761858007","0.095","0.017","0.081","0.225","0.565"
"10-30-2025 22:00","1761861608","0.095","0.017","0.0835","0.245","0.56"
"10-30-2025 23:00","1761865207","0.095","0.017","0.083","0.24","0.56"
"10-31-2025 00:00","1761868806","0.1","0.017","0.1025","0.25","0.475"
"10-31-2025 01:00","1761872406","0.095","0.017","0.098","0.255","0.48"
"10-31-2025 02:00","1761876006","0.1","0.017","0.0985","0.26","0.505"
"10-31-2025 03:00","1761879606","0.1","0.017","0.101","0.26","0.48"
"10-31-2025 04:00","1761883206","0.1","0.017","0.1","0.26","0.49"
"10-31-2025 05:00","1761886806","0.095","0.015","0.098","0.26","0.5"
"10-31-2025 06:00","1761890407","0.09","0.0155","0.098","0.26","0.505"
"10-31-2025 07:00","1761894007","0.085","0.0155","0.0925","0.26","0.535"
"10-31-2025 08:00","1761897612","0.085","0.0155","0.0905","0.26","0.535"
"10-31-2025 09:00","1761901207","0.095","0.0155","0.0895","0.265","0.535"
"10-31-2025 10:00","1761904807","0.09","0.0155","0.083","0.275","0.535"
"10-31-2025 11:00","1761908407","0.095","0.016","0.0725","0.275","0.535"
"10-31-2025 12:00","1761912007","0.095","0.016","0.0725","0.27","0.54"
"10-31-2025 13:00","1761915607","0.095","0.0155","0.0805","0.27","0.54"
"10-31-2025 14:00","1761919206","0.095","0.0155","0.0805","0.275","0.525"
"10-31-2025 15:00","1761922806","0.095","0.015","0.081","0.275","0.525"
"10-31-2025 16:00","1761926407","0.095","0.0155","0.082","0.275","0.53"
"10-31-2025 17:00","1761930008","0.09","0.0155","0.0815","0.275","0.535"
"10-31-2025 18:00","1761933608","0.09","0.0155","0.086","0.28","0.535"
"10-31-2025 19:00","1761937207","0.09","0.0155","0.086","0.28","0.535"
"10-31-2025 20:00","1761940806","0.095","0.0145","0.084","0.29","0.51"
"10-31-2025 21:00","1761944407","0.095","0.0145","0.0835","0.29","0.51"
"10-31-2025 22:00","1761948007","0.095","0.0145","0.0815","0.29","0.51"
"10-31-2025 23:00","1761951607","0.095","0.0145","0.0835","0.29","0.505"
