"Date (UTC)","Timestamp (UTC)","Luís Marques Mendes (PSD)","António José Seguro (IND)","Henrique Gouveia e Melo (IND)","João Cotrim Figueiredo (IL)","André Ventura (CH)","Rui Moreira (IND)","Paulo Portas (CDS)","Catarina Martins (BE)","Tim Vieira (IND)","Joana Amaral Dias (ADN)","André Pestana (IND)","Orlando Cruz (IND)","Aristides Teixeira (IND)","Manuela Magno (IND)","Pedro Tinoco de Faria (IND)","Vitorino Silva (IND)","Ângela Maryah (IND)","António Filipe (PCP)","Raul Perestrello (IND)","José Cardoso (PLS)","Pedro Passos Coelho (PSD)","Jorge Pinto"
"11-15-2025 04:00","1763179205","0.25","0.07","0.495","0.047","0.115","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 05:00","1763182805","0.25","0.07","0.495","0.047","0.1155","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 06:00","1763186405","0.25","0.07","0.495","0.047","0.1155","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 07:00","1763190005","0.25","0.07","0.495","0.047","0.115","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 08:00","1763193605","0.25","0.07","0.495","0.047","0.1155","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 09:00","1763197204","0.25","0.07","0.495","0.047","0.115","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 10:00","1763200805","0.25","0.07","0.495","0.047","0.115","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 11:00","1763204405","0.25","0.07","0.495","0.047","0.1155","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 12:00","1763208005","0.245","0.07","0.495","0.047","0.115","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 13:00","1763211605","0.245","0.07","0.485","0.047","0.115","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 14:00","1763215205","0.215","0.07","0.485","0.047","0.117","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 15:00","1763218805","0.23","0.07","0.505","0.047","0.118","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 16:00","1763222404","0.22","0.07","0.505","0.047","0.118","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 17:00","1763226005","0.22","0.07","0.505","0.047","0.118","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 18:00","1763229605","0.235","0.07","0.505","0.047","0.1185","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 19:00","1763233206","0.235","0.07","0.495","0.047","0.1185","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 20:00","1763236805","0.235","0.07","0.495","0.047","0.1175","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 21:00","1763240405","0.235","0.07","0.495","0.047","0.1175","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 22:00","1763244005","0.235","0.07","0.48","0.047","0.1175","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-15-2025 23:00","1763247605","0.235","0.07","0.495","0.047","0.1205","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 00:00","1763251205","0.235","0.07","0.495","0.047","0.1205","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 01:00","1763254816","0.235","0.07","0.495","0.047","0.1205","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 02:00","1763258405","0.235","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 03:00","1763262004","0.235","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 04:00","1763265604","0.235","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 05:00","1763269205","0.235","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 06:00","1763272804","0.245","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 07:00","1763276404","0.245","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 08:00","1763280004","0.26","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 09:00","1763283605","0.26","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 10:00","1763287205","0.26","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 11:00","1763290805","0.26","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 12:00","1763294404","0.26","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 13:00","1763298005","0.26","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 14:00","1763301604","0.26","0.07","0.495","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 15:00","1763305205","0.26","0.07","0.495","0.047","0.1195","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 16:00","1763308804","0.26","0.07","0.495","0.047","0.119","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 17:00","1763312405","0.26","0.07","0.505","0.047","0.119","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 18:00","1763316007","0.26","0.07","0.505","0.047","0.1185","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 19:00","1763319604","0.26","0.07","0.505","0.047","0.1195","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 20:00","1763323205","0.26","0.07","0.505","0.047","0.119","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 21:00","1763326805","0.26","0.07","0.505","0.047","0.1185","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 22:00","1763330404","0.26","0.07","0.505","0.047","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-16-2025 23:00","1763334004","0.24","0.07","0.505","0.058","0.1195","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 00:00","1763337604","0.235","0.07","0.5","0.0665","0.12","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 01:00","1763341204","0.25","0.07","0.5","0.0685","0.119","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 02:00","1763344805","0.245","0.07","0.5","0.0695","0.1145","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 03:00","1763348404","0.245","0.07","0.5","0.0695","0.1145","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 04:00","1763352004","0.245","0.07","0.495","0.0695","0.1135","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 05:00","1763355604","0.23","0.07","0.5","0.0695","0.1135","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 06:00","1763359204","0.235","0.07","0.5","0.0705","0.1125","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 07:00","1763362806","0.235","0.07","0.5","0.0705","0.111","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 08:00","1763366419","0.235","0.07","0.5","0.0705","0.1125","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 09:00","1763370022","0.235","0.07","0.5","0.0705","0.109","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 10:00","1763373608","0.23","0.07","0.5","0.0705","0.0995","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 11:00","1763377205","0.225","0.06","0.5","0.0705","0.0995","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 12:00","1763380804","0.235","0.06","0.5","0.0695","0.0995","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 13:00","1763384405","0.235","0.06","0.5","0.069","0.1005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 14:00","1763388004","0.245","0.06","0.5","0.069","0.105","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 15:00","1763391620","0.315","0.06","0.46","0.071","0.1055","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 16:00","1763395204","0.375","0.045","0.43","0.075","0.1025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 17:00","1763398805","0.345","0.045","0.425","0.075","0.1015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 18:00","1763402405","0.345","0.05","0.435","0.074","0.1045","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 19:00","1763406006","0.315","0.06","0.425","0.0805","0.1055","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 20:00","1763409606","0.325","0.06","0.43","0.082","0.105","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"11-17-2025 21:00","1763413205","0.325","0.06","0.455","0.068","0.105","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-17-2025 22:00","1763416808","0.355","0.045","0.425","0.061","0.104","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-17-2025 23:00","1763420407","0.365","0.055","0.42","0.066","0.092","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 00:00","1763424005","0.355","0.06","0.425","0.068","0.0865","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 01:00","1763427604","0.355","0.06","0.425","0.0655","0.0865","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 02:00","1763431204","0.34","0.06","0.395","0.0655","0.0865","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 03:00","1763434804","0.345","0.06","0.385","0.0665","0.086","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 04:00","1763438404","0.375","0.055","0.385","0.0675","0.086","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 05:00","1763442004","0.35","0.055","0.41","0.067","0.0865","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 06:00","1763445604","0.35","0.055","0.41","0.0665","0.0865","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 07:00","1763449205","0.35","0.055","0.415","0.066","0.0865","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 08:00","1763452804","0.35","0.055","0.41","0.066","0.087","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.001"
"11-18-2025 09:00","1763456404","0.35","0.05","0.41","0.066","0.087","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-18-2025 10:00","1763460004","0.35","0.055","0.415","0.0655","0.087","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-18-2025 11:00","1763463604","0.35","0.055","0.415","0.065","0.087","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-18-2025 12:00","1763467204","0.35","0.055","0.415","0.065","0.087","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-18-2025 13:00","1763470807","0.35","0.055","0.415","0.061","0.0805","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-18-2025 14:00","1763474404","0.365","0.055","0.425","0.059","0.0805","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-18-2025 15:00","1763478004","0.37","0.055","0.42","0.059","0.0805","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 16:00","1763481605","0.37","0.055","0.42","0.0595","0.0805","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 17:00","1763485205","0.375","0.055","0.415","0.0595","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 18:00","1763488804","0.38","0.055","0.405","0.0655","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 19:00","1763492405","0.385","0.05","0.4","0.066","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 20:00","1763496006","0.395","0.05","0.39","0.066","0.082","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 21:00","1763499606","0.4","0.05","0.395","0.066","0.082","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 22:00","1763503205","0.375","0.05","0.395","0.0655","0.082","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.001","0.0005","0.0015","0.0015","0.0015","0.0015"
"11-18-2025 23:00","1763506820","0.385","0.05","0.425","0.053","0.0855","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 00:00","1763510405","0.385","0.05","0.415","0.053","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 01:00","1763514006","0.385","0.05","0.41","0.0535","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 02:00","1763517605","0.385","0.05","0.41","0.054","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 03:00","1763521205","0.385","0.05","0.41","0.054","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 04:00","1763524805","0.385","0.05","0.41","0.054","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 05:00","1763528405","0.385","0.05","0.41","0.053","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 06:00","1763532005","0.385","0.05","0.405","0.053","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 07:00","1763535605","0.385","0.05","0.405","0.053","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 08:00","1763539206","0.385","0.05","0.405","0.055","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 09:00","1763542804","0.385","0.05","0.405","0.0545","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 10:00","1763546405","0.385","0.05","0.395","0.0555","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 11:00","1763550005","0.385","0.05","0.395","0.055","0.081","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 12:00","1763553605","0.385","0.045","0.4","0.055","0.0805","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 13:00","1763557204","0.38","0.045","0.395","0.0545","0.0805","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 14:00","1763560817","0.385","0.05","0.405","0.071","0.0805","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 15:00","1763564405","0.385","0.075","0.41","0.0555","0.081","0.0015","0.0015","0.0025","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 16:00","1763568017","0.395","0.075","0.385","0.0555","0.081","0.0015","0.0015","0.0025","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 17:00","1763571605","0.4","0.075","0.385","0.0555","0.081","0.0015","0.0015","0.0025","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
"11-19-2025 18:00","1763575212","0.395","0.075","0.385","0.0555","0.081","0.0015","0.0015","0.0025","0.0015","0.0005","0.0015","0.0015","0.0005","0.0005","0.0015","0.0015","0.0015","0.0005","0.0015","0.0015","0.0015","0.001"
